Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Customer_Segment
49296,734,4,4419,1,3,1,Others
35827,74,4,10855,5,3,2,New Customers
20752,118,6,17496,5,4,4,Champions
8766,97,6,19174,5,4,4,Champions
1750,57,8,18887,5,5,4,Champions
47299,20,8,21775,5,5,5,Champions
49959,249,6,15460,5,4,4,Champions
22090,160,6,15560,5,4,4,Champions
14359,51,5,19183,5,4,4,Champions
25886,178,4,8887,5,3,2,New Customers
13017,11,7,20402,5,5,5,Champions
37324,146,7,21416,5,5,5,Champions
25661,46,11,25233,5,5,5,Champions
42325,306,8,14339,5,5,3,Loyal Customers
30564,207,4,8067,5,3,2,New Customers
33460,62,4,10104,5,3,2,New Customers
5874,20,10,21242,5,5,5,Champions
41432,90,3,8582,5,2,2,New Customers
37494,424,6,14211,5,4,3,Loyal Customers
22046,759,2,4141,1,1,1,Lost
37838,250,3,7699,5,2,1,New Customers
48776,82,6,16996,5,4,4,Champions
5744,116,4,17382,5,3,4,Loyal Customers
12065,146,9,31383,5,5,5,Champions
29634,59,6,15083,5,4,4,Champions
18283,32,6,17473,5,4,4,Champions
19959,709,2,5009,1,1,1,Lost
25157,24,7,21381,5,5,5,Champions
15353,198,4,14950,5,3,4,Loyal Customers
38992,433,9,28517,1,5,5,Cannot Lose Them
9832,123,8,23801,5,5,5,Champions
1045,350,10,24840,5,5,5,Champions
34618,37,9,20944,5,5,5,Champions
30122,27,9,26891,5,5,5,Champions
13800,51,6,16334,5,4,4,Champions
44512,354,7,21846,5,5,5,Champions
12482,71,5,17347,5,4,4,Champions
24440,77,1,5064,5,1,1,New Customers
45453,281,4,10102,5,3,2,New Customers
2494,53,6,21413,5,4,5,Champions
36345,221,2,578,5,1,1,New Customers
46807,33,4,7184,5,3,1,New Customers
17779,263,3,9730,5,2,2,New Customers
14624,364,4,5734,5,3,1,New Customers
44131,325,6,15659,5,4,4,Champions
42886,287,5,14048,5,4,3,Loyal Customers
5876,184,6,15780,5,4,4,Champions
49496,348,2,7770,5,1,2,New Customers
33600,193,6,18881,5,4,4,Champions
8372,413,4,13431,5,3,3,Loyal Customers
10949,494,3,10896,1,2,2,Lost
42211,279,3,9013,5,2,2,New Customers
11763,123,4,10049,5,3,2,New Customers
4662,104,4,16749,5,3,4,Loyal Customers
40421,30,7,21711,5,5,5,Champions
44539,93,5,14726,5,4,3,Loyal Customers
19042,329,5,6462,5,4,1,New Customers
27367,309,3,4754,5,2,1,New Customers
19856,83,8,24033,5,5,5,Champions
21179,26,7,17234,5,5,4,Champions
40072,396,6,10486,5,4,2,New Customers
7093,124,5,14705,5,4,3,Loyal Customers
35074,97,5,11355,5,4,3,Loyal Customers
21885,14,4,14573,5,3,3,Loyal Customers
20980,71,8,20799,5,5,5,Champions
9643,117,10,25954,5,5,5,Champions
15929,230,3,8403,5,2,2,New Customers
36203,291,5,11060,5,4,2,New Customers
33498,209,7,16974,5,5,4,Champions
9805,99,4,4839,5,3,1,New Customers
17624,142,7,17223,5,5,4,Champions
4885,847,2,9344,1,1,2,Lost
4520,82,5,18035,5,4,4,Champions
28164,479,3,11394,1,2,3,Lost
34644,94,8,8036,5,5,2,New Customers
8016,353,5,17119,5,4,4,Champions
27383,215,6,13168,5,4,3,Loyal Customers
47897,354,8,25952,5,5,5,Champions
25902,293,4,8159,5,3,2,New Customers
37424,222,7,16389,5,5,4,Champions
6877,205,8,12879,5,5,3,Loyal Customers
32582,59,1,3478,5,1,1,New Customers
12173,4,3,6039,5,2,1,New Customers
46882,639,3,8175,1,2,2,Lost
11082,98,7,16883,5,5,4,Champions
15439,282,4,11248,5,3,2,New Customers
26468,132,4,13930,5,3,3,Loyal Customers
49612,176,7,18517,5,5,4,Champions
19436,27,5,10587,5,4,2,New Customers
39031,16,5,12244,5,4,3,Loyal Customers
36932,25,9,31631,5,5,5,Champions
8706,160,9,28318,5,5,5,Champions
46676,292,6,14229,5,4,3,Loyal Customers
12738,294,8,21544,5,5,5,Champions
29805,164,3,11479,5,2,3,New Customers
25231,31,5,12707,5,4,3,Loyal Customers
9780,355,3,10510,5,2,2,New Customers
20011,6,7,19416,5,5,5,Champions
21365,117,2,6087,5,1,1,New Customers
27755,162,3,9920,5,2,2,New Customers
15058,293,6,15055,5,4,4,Champions
5088,94,6,18594,5,4,4,Champions
46059,475,2,4593,1,1,1,Lost
25972,30,4,7851,5,3,2,New Customers
32643,14,3,4317,5,2,1,New Customers
20270,196,3,8404,5,2,2,New Customers
31338,62,7,15134,5,5,4,Champions
5044,631,4,13517,1,3,3,Others
37437,334,4,13339,5,3,3,Loyal Customers
40567,201,5,10617,5,4,2,New Customers
29484,530,5,13138,1,4,3,Cannot Lose Them
46391,85,7,14100,5,5,3,Loyal Customers
43947,757,1,3055,1,1,1,Lost
16020,57,5,13065,5,4,3,Loyal Customers
35634,284,5,8744,5,4,2,New Customers
26785,548,6,10795,1,4,2,Cannot Lose Them
37418,13,7,16114,5,5,4,Champions
32390,183,5,11849,5,4,3,Loyal Customers
4967,233,8,19806,5,5,5,Champions
19433,66,3,4418,5,2,1,New Customers
20706,198,6,20142,5,4,5,Champions
165,268,3,6881,5,2,1,New Customers
3074,433,3,9003,1,2,2,Lost
49999,420,2,6984,5,1,1,New Customers
5476,289,4,12638,5,3,3,Loyal Customers
31590,53,5,13032,5,4,3,Loyal Customers
42872,244,4,16396,5,3,4,Loyal Customers
39062,18,5,11789,5,4,3,Loyal Customers
9692,28,4,11736,5,3,3,Loyal Customers
46460,22,4,10162,5,3,2,New Customers
4595,352,3,10737,5,2,2,New Customers
29389,18,11,29718,5,5,5,Champions
30798,327,4,7121,5,3,1,New Customers
44252,3,10,22273,5,5,5,Champions
3637,571,4,15515,1,3,4,Others
32846,596,5,16981,1,4,4,Cannot Lose Them
32742,426,5,9968,5,4,2,New Customers
25823,93,2,6419,5,1,1,New Customers
14082,0,4,7131,5,3,1,New Customers
24559,181,6,18296,5,4,4,Champions
48943,164,6,18499,5,4,4,Champions
14111,516,7,20095,1,5,5,Cannot Lose Them
8221,199,7,23741,5,5,5,Champions
24143,76,10,28205,5,5,5,Champions
18083,1231,2,5064,1,1,1,Lost
15769,6,8,26112,5,5,5,Champions
29429,121,5,14202,5,4,3,Loyal Customers
10106,48,4,12388,5,3,3,Loyal Customers
15129,46,4,7792,5,3,2,New Customers
30090,434,5,17462,1,4,4,Cannot Lose Them
15519,214,4,15104,5,3,4,Loyal Customers
47225,174,7,11872,5,5,3,Loyal Customers
45411,298,6,11896,5,4,3,Loyal Customers
15618,302,3,10333,5,2,2,New Customers
25781,106,5,10720,5,4,2,New Customers
35921,1271,1,584,1,1,1,Lost
42587,270,4,14008,5,3,3,Loyal Customers
45791,212,7,26642,5,5,5,Champions
22859,370,5,8230,5,4,2,New Customers
13996,130,6,16513,5,4,4,Champions
21217,60,2,1941,5,1,1,New Customers
6449,67,4,6774,5,3,1,New Customers
22522,1,7,25877,5,5,5,Champions
9941,455,8,24563,1,5,5,Cannot Lose Them
37454,163,6,14025,5,4,3,Loyal Customers
45644,301,5,9892,5,4,2,New Customers
35216,29,5,8508,5,4,2,New Customers
42967,446,5,17923,1,4,4,Cannot Lose Them
29797,134,5,5534,5,4,1,New Customers
30951,219,5,12419,5,4,3,Loyal Customers
17395,828,2,3827,1,1,1,Lost
44867,94,8,25058,5,5,5,Champions
20577,179,4,14147,5,3,3,Loyal Customers
17687,0,3,10365,5,2,2,New Customers
20415,290,4,9141,5,3,2,New Customers
6256,35,5,15844,5,4,4,Champions
49875,389,6,15406,5,4,4,Champions
20504,196,6,16182,5,4,4,Champions
14033,541,5,9501,1,4,2,Cannot Lose Them
35407,273,6,14538,5,4,3,Loyal Customers
21573,184,5,13827,5,4,3,Loyal Customers
4930,134,6,18639,5,4,4,Champions
48169,121,2,4536,5,1,1,New Customers
40675,86,6,10217,5,4,2,New Customers
33823,31,5,16203,5,4,4,Champions
3277,148,7,15273,5,5,4,Champions
20024,53,4,13158,5,3,3,Loyal Customers
33732,303,8,23934,5,5,5,Champions
20500,87,8,24727,5,5,5,Champions
47181,383,4,9848,5,3,2,New Customers
27919,301,5,19382,5,4,5,Champions
5727,16,4,12342,5,3,3,Loyal Customers
18091,28,6,17625,5,4,4,Champions
22666,27,5,12876,5,4,3,Loyal Customers
11874,145,2,6397,5,1,1,New Customers
20077,9,5,15633,5,4,4,Champions
1828,30,5,20977,5,4,5,Champions
48858,626,5,9822,1,4,2,Cannot Lose Them
4648,116,6,17092,5,4,4,Champions
40056,236,3,6178,5,2,1,New Customers
40363,277,8,32976,5,5,5,Champions
9668,40,7,15977,5,5,4,Champions
20856,376,3,8936,5,2,2,New Customers
6647,578,2,5541,1,1,1,Lost
26650,94,4,7159,5,3,1,New Customers
23436,277,5,11004,5,4,2,New Customers
3832,319,5,7824,5,4,2,New Customers
39709,341,5,9084,5,4,2,New Customers
20929,215,3,3451,5,2,1,New Customers
14777,452,3,5703,1,2,1,Lost
13077,120,6,18606,5,4,4,Champions
5869,270,6,14099,5,4,3,Loyal Customers
20764,112,7,23390,5,5,5,Champions
9409,22,2,2990,5,1,1,New Customers
36904,250,1,1788,5,1,1,New Customers
8023,3,4,14204,5,3,3,Loyal Customers
17254,63,2,4004,5,1,1,New Customers
45792,327,8,23569,5,5,5,Champions
2468,61,3,8681,5,2,2,New Customers
11994,120,4,11487,5,3,3,Loyal Customers
40660,8,5,10024,5,4,2,New Customers
43479,336,5,15790,5,4,4,Champions
27719,605,6,19582,1,4,5,Cannot Lose Them
14147,276,5,12157,5,4,3,Loyal Customers
38008,151,6,21044,5,4,5,Champions
3212,55,4,17172,5,3,4,Loyal Customers
15397,75,3,6022,5,2,1,New Customers
29762,174,5,14382,5,4,3,Loyal Customers
18691,33,4,16080,5,3,4,Loyal Customers
31529,254,4,11837,5,3,3,Loyal Customers
37010,168,7,16214,5,5,4,Champions
37319,253,5,18452,5,4,4,Champions
27410,218,5,15960,5,4,4,Champions
7296,210,3,9516,5,2,2,New Customers
34657,7,12,37822,5,5,5,Champions
9269,256,2,7723,5,1,1,New Customers
24848,123,6,18435,5,4,4,Champions
22353,58,6,18855,5,4,4,Champions
47574,505,3,8985,1,2,2,Lost
43520,180,3,6397,5,2,1,New Customers
9034,90,3,10615,5,2,2,New Customers
35321,69,9,25935,5,5,5,Champions
383,102,5,12387,5,4,3,Loyal Customers
15368,120,4,11002,5,3,2,New Customers
48284,409,3,12059,5,2,3,New Customers
35082,179,5,16013,5,4,4,Champions
22841,283,3,4125,5,2,1,New Customers
7886,224,1,3916,5,1,1,New Customers
18733,326,4,8027,5,3,2,New Customers
10098,48,4,12031,5,3,3,Loyal Customers
659,104,4,6135,5,3,1,New Customers
6314,33,9,14357,5,5,3,Loyal Customers
3280,522,7,20994,1,5,5,Cannot Lose Them
40234,342,7,18130,5,5,4,Champions
49336,66,6,22827,5,4,5,Champions
41754,269,6,13502,5,4,3,Loyal Customers
17522,637,2,8365,1,1,2,Lost
5146,112,3,8090,5,2,2,New Customers
21247,337,5,11150,5,4,2,New Customers
32034,120,6,17188,5,4,4,Champions
48229,478,3,5302,1,2,1,Lost
40377,651,3,8260,1,2,2,Lost
25303,1018,6,11507,1,4,3,Cannot Lose Them
42185,90,9,20520,5,5,5,Champions
17174,13,6,8050,5,4,2,New Customers
44615,210,4,3905,5,3,1,New Customers
4518,170,8,21243,5,5,5,Champions
5618,764,4,7005,1,3,1,Others
47735,5,6,15322,5,4,4,Champions
4296,387,4,14671,5,3,3,Loyal Customers
45678,435,3,6669,1,2,1,Lost
27914,183,4,16048,5,3,4,Loyal Customers
45423,63,7,13201,5,5,3,Loyal Customers
40832,656,2,6377,1,1,1,Lost
38178,306,5,16278,5,4,4,Champions
35631,102,4,8278,5,3,2,New Customers
10194,129,7,16644,5,5,4,Champions
21111,224,5,14822,5,4,4,Champions
9295,1,5,8024,5,4,2,New Customers
39815,23,5,10625,5,4,2,New Customers
47490,160,4,9885,5,3,2,New Customers
44094,88,3,9614,5,2,2,New Customers
40915,127,9,23553,5,5,5,Champions
22248,496,7,14820,1,5,4,Cannot Lose Them
22324,109,10,22958,5,5,5,Champions
23671,672,6,19627,1,4,5,Cannot Lose Them
20871,100,4,8776,5,3,2,New Customers
48354,96,4,10838,5,3,2,New Customers
40777,157,8,19625,5,5,5,Champions
44258,130,6,21941,5,4,5,Champions
11179,209,7,18052,5,5,4,Champions
44446,641,5,14832,1,4,4,Cannot Lose Them
29059,75,7,18611,5,5,4,Champions
42837,15,4,12243,5,3,3,Loyal Customers
25366,146,8,24246,5,5,5,Champions
48824,341,9,19722,5,5,5,Champions
17674,5,7,24097,5,5,5,Champions
34375,28,4,13277,5,3,3,Loyal Customers
40025,16,5,10647,5,4,2,New Customers
38696,69,8,29609,5,5,5,Champions
31149,23,6,18426,5,4,4,Champions
26914,39,5,10106,5,4,2,New Customers
18925,277,12,33316,5,5,5,Champions
44837,223,5,12509,5,4,3,Loyal Customers
47510,250,2,3381,5,1,1,New Customers
43031,278,7,14818,5,5,4,Champions
10906,84,6,22521,5,4,5,Champions
34839,129,6,18698,5,4,4,Champions
10526,253,10,27525,5,5,5,Champions
7614,36,5,13683,5,4,3,Loyal Customers
7170,288,2,3322,5,1,1,New Customers
40404,28,5,13769,5,4,3,Loyal Customers
4717,226,5,11817,5,4,3,Loyal Customers
39173,899,2,4176,1,1,1,Lost
18386,557,5,16855,1,4,4,Cannot Lose Them
24334,62,1,748,5,1,1,New Customers
11447,91,7,13635,5,5,3,Loyal Customers
17153,876,3,9921,1,2,2,Lost
38591,363,6,13680,5,4,3,Loyal Customers
38193,98,3,8821,5,2,2,New Customers
27186,85,4,11620,5,3,3,Loyal Customers
14490,293,5,17036,5,4,4,Champions
43914,9,7,18057,5,5,4,Champions
47491,63,6,20840,5,4,5,Champions
13739,53,4,11996,5,3,3,Loyal Customers
38126,33,8,17613,5,5,4,Champions
9098,327,4,15891,5,3,4,Loyal Customers
3471,47,4,6681,5,3,1,New Customers
35512,66,7,19565,5,5,5,Champions
14627,181,5,8975,5,4,2,New Customers
14867,62,5,12894,5,4,3,Loyal Customers
5632,308,5,19394,5,4,5,Champions
3426,130,4,12373,5,3,3,Loyal Customers
14780,69,5,13916,5,4,3,Loyal Customers
5548,247,4,15677,5,3,4,Loyal Customers
30187,174,5,15543,5,4,4,Champions
24976,436,2,5309,1,1,1,Lost
21439,294,7,17596,5,5,4,Champions
30236,39,4,9288,5,3,2,New Customers
16499,33,7,14412,5,5,3,Loyal Customers
11869,65,6,10869,5,4,2,New Customers
48576,91,7,14560,5,5,3,Loyal Customers
39410,26,7,19088,5,5,4,Champions
46080,429,6,18248,1,4,4,Cannot Lose Them
23880,209,11,19528,5,5,5,Champions
11497,102,4,13352,5,3,3,Loyal Customers
1124,969,2,5558,1,1,1,Lost
30046,581,3,5773,1,2,1,Lost
16494,437,4,9976,1,3,2,Others
41487,672,3,6719,1,2,1,Lost
22663,85,9,24991,5,5,5,Champions
18228,39,5,18659,5,4,4,Champions
32703,309,8,19865,5,5,5,Champions
28543,101,4,8563,5,3,2,New Customers
34991,116,6,18247,5,4,4,Champions
2887,154,6,10006,5,4,2,New Customers
24272,18,6,18359,5,4,4,Champions
7117,62,5,13490,5,4,3,Loyal Customers
6512,310,6,13683,5,4,3,Loyal Customers
28439,150,7,16194,5,5,4,Champions
11370,102,9,27551,5,5,5,Champions
47157,598,6,15750,1,4,4,Cannot Lose Them
21694,214,3,8826,5,2,2,New Customers
13857,601,3,8295,1,2,2,Lost
27986,554,4,10496,1,3,2,Others
37064,525,6,13782,1,4,3,Cannot Lose Them
45563,152,4,10476,5,3,2,New Customers
29565,398,10,27651,5,5,5,Champions
17060,81,5,12817,5,4,3,Loyal Customers
47827,110,6,18028,5,4,4,Champions
9447,37,3,6827,5,2,1,New Customers
29316,592,4,10763,1,3,2,Others
1696,485,6,14825,1,4,4,Cannot Lose Them
34928,85,8,15267,5,5,4,Champions
3697,578,3,5391,1,2,1,Lost
44235,16,6,17145,5,4,4,Champions
43881,518,5,17930,1,4,4,Cannot Lose Them
36816,56,3,11337,5,2,3,New Customers
32956,15,4,9149,5,3,2,New Customers
19487,80,6,17062,5,4,4,Champions
28138,223,6,23376,5,4,5,Champions
41712,408,3,5528,5,2,1,New Customers
4545,72,6,13301,5,4,3,Loyal Customers
3011,329,6,21541,5,4,5,Champions
47012,200,8,23022,5,5,5,Champions
33975,411,5,15324,5,4,4,Champions
12884,1340,1,5193,1,1,1,Lost
3476,44,5,13158,5,4,3,Loyal Customers
16291,125,7,21903,5,5,5,Champions
38558,272,6,21736,5,4,5,Champions
25704,113,6,9470,5,4,2,New Customers
46764,210,6,21325,5,4,5,Champions
38443,655,8,20444,1,5,5,Cannot Lose Them
20241,176,9,20585,5,5,5,Champions
23651,76,3,6280,5,2,1,New Customers
40999,24,5,14251,5,4,3,Loyal Customers
27526,382,5,14803,5,4,3,Loyal Customers
374,97,7,18545,5,5,4,Champions
16404,321,4,11746,5,3,3,Loyal Customers
24840,65,2,3999,5,1,1,New Customers
39584,333,5,9973,5,4,2,New Customers
31045,129,7,15914,5,5,4,Champions
21027,318,4,12212,5,3,3,Loyal Customers
2004,224,7,19648,5,5,5,Champions
5180,398,6,9945,5,4,2,New Customers
33434,379,6,12782,5,4,3,Loyal Customers
43183,64,4,6950,5,3,1,New Customers
21440,93,7,15634,5,5,4,Champions
32915,132,5,15070,5,4,4,Champions
43319,247,2,6062,5,1,1,New Customers
31789,554,2,9957,1,1,2,Lost
25028,21,6,17999,5,4,4,Champions
25877,87,4,12007,5,3,3,Loyal Customers
11937,86,6,16191,5,4,4,Champions
38331,128,3,5136,5,2,1,New Customers
39413,100,7,12563,5,5,3,Loyal Customers
29302,250,7,11744,5,5,3,Loyal Customers
30016,538,5,14501,1,4,3,Cannot Lose Them
38009,184,4,13165,5,3,3,Loyal Customers
30408,200,3,4076,5,2,1,New Customers
29279,63,9,26660,5,5,5,Champions
43087,363,4,4716,5,3,1,New Customers
18459,220,6,14582,5,4,3,Loyal Customers
2589,56,2,9440,5,1,2,New Customers
21112,427,4,8063,5,3,2,New Customers
44132,226,5,12879,5,4,3,Loyal Customers
46927,277,5,10916,5,4,2,New Customers
14806,462,3,5735,1,2,1,Lost
891,263,4,4618,5,3,1,New Customers
36382,53,9,26314,5,5,5,Champions
23174,254,5,15662,5,4,4,Champions
6797,86,5,8837,5,4,2,New Customers
19805,0,6,16399,5,4,4,Champions
3981,37,9,28571,5,5,5,Champions
43375,288,6,16111,5,4,4,Champions
32107,395,6,18100,5,4,4,Champions
31331,286,3,8628,5,2,2,New Customers
32947,321,4,4096,5,3,1,New Customers
24246,171,4,9464,5,3,2,New Customers
5342,107,5,12988,5,4,3,Loyal Customers
24984,10,5,12814,5,4,3,Loyal Customers
15301,180,4,11104,5,3,2,New Customers
15007,631,3,5323,1,2,1,Lost
3687,396,7,19830,5,5,5,Champions
16677,33,6,16357,5,4,4,Champions
9130,160,3,8505,5,2,2,New Customers
20533,122,6,14070,5,4,3,Loyal Customers
4812,378,7,15564,5,5,4,Champions
40642,84,6,21560,5,4,5,Champions
14689,299,7,15455,5,5,4,Champions
1219,194,5,6587,5,4,1,New Customers
45434,199,5,11514,5,4,3,Loyal Customers
16548,45,7,26200,5,5,5,Champions
41586,39,5,15494,5,4,4,Champions
47090,45,3,5670,5,2,1,New Customers
25979,1,4,6082,5,3,1,New Customers
11719,58,5,12083,5,4,3,Loyal Customers
30070,98,9,25080,5,5,5,Champions
4576,25,4,14579,5,3,3,Loyal Customers
16029,27,7,18669,5,5,4,Champions
3141,58,6,21645,5,4,5,Champions
48364,376,4,14053,5,3,3,Loyal Customers
43864,318,6,15794,5,4,4,Champions
35807,648,5,8261,1,4,2,Cannot Lose Them
27122,728,4,14044,1,3,3,Others
40248,190,5,14709,5,4,3,Loyal Customers
2777,94,7,16140,5,5,4,Champions
14708,251,3,11079,5,2,2,New Customers
7546,3,5,13719,5,4,3,Loyal Customers
49772,732,7,18922,1,5,4,Cannot Lose Them
28375,269,5,15498,5,4,4,Champions
45472,918,3,6836,1,2,1,Lost
40896,195,7,26686,5,5,5,Champions
4946,28,6,20895,5,4,5,Champions
21611,176,5,17624,5,4,4,Champions
44651,200,5,12113,5,4,3,Loyal Customers
45683,419,3,3900,5,2,1,New Customers
8392,57,7,23483,5,5,5,Champions
20332,2,8,26103,5,5,5,Champions
43357,611,5,17536,1,4,4,Cannot Lose Them
34741,730,2,4441,1,1,1,Lost
47783,174,3,11179,5,2,2,New Customers
40666,205,3,9631,5,2,2,New Customers
15828,705,4,8197,1,3,2,Others
3451,280,4,12798,5,3,3,Loyal Customers
41945,143,4,12631,5,3,3,Loyal Customers
39734,42,4,8965,5,3,2,New Customers
7480,236,4,11709,5,3,3,Loyal Customers
6873,1274,2,5083,1,1,1,Lost
38960,200,5,14240,5,4,3,Loyal Customers
49943,136,4,16364,5,3,4,Loyal Customers
4633,92,7,16344,5,5,4,Champions
5801,53,5,19950,5,4,5,Champions
39344,210,5,17106,5,4,4,Champions
34377,589,4,12101,1,3,3,Others
24609,387,7,25017,5,5,5,Champions
29260,581,3,8088,1,2,2,Lost
46522,230,7,21833,5,5,5,Champions
22390,254,8,23634,5,5,5,Champions
40598,521,3,4057,1,2,1,Lost
30137,41,6,16295,5,4,4,Champions
9613,243,8,22374,5,5,5,Champions
15524,275,4,16241,5,3,4,Loyal Customers
27732,56,7,18825,5,5,4,Champions
1706,498,4,7198,1,3,1,Others
46493,471,3,11179,1,2,2,Lost
16862,39,7,15743,5,5,4,Champions
49552,57,5,16673,5,4,4,Champions
34121,182,4,12810,5,3,3,Loyal Customers
36879,664,1,639,1,1,1,Lost
26652,439,4,13891,1,3,3,Others
36351,65,4,8646,5,3,2,New Customers
6222,256,4,12033,5,3,3,Loyal Customers
46540,538,4,6101,1,3,1,Others
27397,309,9,23140,5,5,5,Champions
28993,394,5,10624,5,4,2,New Customers
3619,297,5,7610,5,4,1,New Customers
6841,739,6,17561,1,4,4,Cannot Lose Them
40968,146,6,17177,5,4,4,Champions
8951,124,4,13347,5,3,3,Loyal Customers
14236,570,3,5421,1,2,1,Lost
31993,485,3,2731,1,2,1,Lost
9373,53,3,10523,5,2,2,New Customers
609,163,9,26548,5,5,5,Champions
45924,296,5,11681,5,4,3,Loyal Customers
48982,0,5,18755,5,4,4,Champions
38774,400,5,11027,5,4,2,New Customers
5680,388,5,16845,5,4,4,Champions
30075,155,3,7450,5,2,1,New Customers
38302,143,4,13437,5,3,3,Loyal Customers
45431,442,3,7784,1,2,2,Lost
11929,329,7,18451,5,5,4,Champions
40925,773,2,4554,1,1,1,Lost
13405,138,4,9834,5,3,2,New Customers
15125,357,10,29516,5,5,5,Champions
3658,427,2,6130,5,1,1,New Customers
17017,745,3,6829,1,2,1,Lost
42140,307,5,13550,5,4,3,Loyal Customers
8104,225,4,7468,5,3,1,New Customers
46369,78,9,31890,5,5,5,Champions
16722,26,5,13299,5,4,3,Loyal Customers
22880,178,7,19815,5,5,5,Champions
39220,287,7,19254,5,5,4,Champions
46623,589,4,13615,1,3,3,Others
41977,196,5,12846,5,4,3,Loyal Customers
34459,28,4,8316,5,3,2,New Customers
41240,319,7,16977,5,5,4,Champions
538,360,4,11357,5,3,3,Loyal Customers
48856,379,3,9813,5,2,2,New Customers
15757,129,5,16117,5,4,4,Champions
47533,82,9,22670,5,5,5,Champions
45554,129,9,27654,5,5,5,Champions
38665,159,4,4222,5,3,1,New Customers
47617,156,5,14464,5,4,3,Loyal Customers
45809,313,3,6392,5,2,1,New Customers
44625,481,2,9555,1,1,2,Lost
1293,326,10,19501,5,5,5,Champions
18628,91,8,21822,5,5,5,Champions
31001,246,5,17996,5,4,4,Champions
25492,713,2,4598,1,1,1,Lost
36529,348,4,14017,5,3,3,Loyal Customers
31222,301,3,7878,5,2,2,New Customers
19059,899,2,5434,1,1,1,Lost
2688,74,4,7068,5,3,1,New Customers
32300,106,3,1677,5,2,1,New Customers
27931,360,7,19317,5,5,5,Champions
16606,329,3,11913,5,2,3,New Customers
49785,66,5,14610,5,4,3,Loyal Customers
30839,192,4,10134,5,3,2,New Customers
4912,501,3,4659,1,2,1,Lost
42641,54,6,12917,5,4,3,Loyal Customers
9014,651,1,4323,1,1,1,Lost
7327,268,7,21448,5,5,5,Champions
46475,151,4,10687,5,3,2,New Customers
49523,259,6,19735,5,4,5,Champions
2107,146,4,15387,5,3,4,Loyal Customers
35622,19,4,13291,5,3,3,Loyal Customers
43739,36,7,22123,5,5,5,Champions
16180,123,8,23376,5,5,5,Champions
27251,229,4,4989,5,3,1,New Customers
41359,167,7,20294,5,5,5,Champions
17140,123,7,19798,5,5,5,Champions
14582,504,1,4467,1,1,1,Lost
39776,282,7,13303,5,5,3,Loyal Customers
49209,389,5,17165,5,4,4,Champions
43350,515,6,19166,1,4,4,Cannot Lose Them
12244,33,9,27032,5,5,5,Champions
30139,173,6,20957,5,4,5,Champions
9233,474,4,11397,1,3,3,Others
17431,63,5,18048,5,4,4,Champions
6106,296,6,21309,5,4,5,Champions
26504,27,4,14245,5,3,3,Loyal Customers
48917,755,5,15956,1,4,4,Cannot Lose Them
37948,82,4,8069,5,3,2,New Customers
29544,222,5,19012,5,4,4,Champions
22071,195,4,10658,5,3,2,New Customers
25015,360,5,16838,5,4,4,Champions
49353,904,2,3791,1,1,1,Lost
38957,569,5,16997,1,4,4,Cannot Lose Them
6291,173,3,11349,5,2,3,New Customers
22378,98,7,22243,5,5,5,Champions
44558,132,2,5109,5,1,1,New Customers
6534,45,7,19372,5,5,5,Champions
16258,66,3,9183,5,2,2,New Customers
27949,135,4,11847,5,3,3,Loyal Customers
8075,42,4,9186,5,3,2,New Customers
37410,217,9,22274,5,5,5,Champions
36070,164,4,8999,5,3,2,New Customers
32751,443,7,17550,1,5,4,Cannot Lose Them
27519,472,3,5044,1,2,1,Lost
46422,129,4,19377,5,3,5,Loyal Customers
15620,133,4,16411,5,3,4,Loyal Customers
42767,305,8,19482,5,5,5,Champions
43950,220,2,6493,5,1,1,New Customers
14873,984,2,7795,1,1,2,Lost
25480,35,5,9198,5,4,2,New Customers
36967,47,7,18205,5,5,4,Champions
5421,17,5,15210,5,4,4,Champions
25205,736,2,2252,1,1,1,Lost
33143,103,5,15724,5,4,4,Champions
43541,29,6,14117,5,4,3,Loyal Customers
48654,339,5,10386,5,4,2,New Customers
44609,514,5,15869,1,4,4,Cannot Lose Them
13719,0,10,31815,5,5,5,Champions
40882,26,2,5632,5,1,1,New Customers
7328,806,2,7590,1,1,1,Lost
20824,311,8,18641,5,5,4,Champions
25608,584,5,11782,1,4,3,Cannot Lose Them
3392,185,7,20746,5,5,5,Champions
25690,555,6,7957,1,4,2,Cannot Lose Them
8296,445,7,10316,1,5,2,Cannot Lose Them
11664,343,1,4600,5,1,1,New Customers
25857,28,8,15457,5,5,4,Champions
47714,319,7,19786,5,5,5,Champions
26953,416,5,9585,5,4,2,New Customers
33684,135,6,17067,5,4,4,Champions
38726,683,2,8263,1,1,2,Lost
39302,263,5,12764,5,4,3,Loyal Customers
36650,639,3,8811,1,2,2,Lost
22830,191,2,4422,5,1,1,New Customers
25328,44,12,34629,5,5,5,Champions
9224,23,4,8178,5,3,2,New Customers
39198,239,7,15358,5,5,4,Champions
32349,596,7,11611,1,5,3,Cannot Lose Them
25108,323,6,14037,5,4,3,Loyal Customers
27433,379,7,20224,5,5,5,Champions
45950,40,5,15049,5,4,4,Champions
32977,136,4,17017,5,3,4,Loyal Customers
30643,501,4,12197,1,3,3,Others
38371,19,10,27139,5,5,5,Champions
37799,205,5,9787,5,4,2,New Customers
15654,123,7,21430,5,5,5,Champions
36578,142,6,18985,5,4,4,Champions
